"annee","cnc","visa","titre","genre","nationalite","distributeur","classification","sortie","art_et_essai","etab_s1"
"2024","2022005532","158190","	MON INSEPARABLE","DRAME","FRANCE","LES FILMS DU LOSANGE","TP","2024-12-25","OUI","113"
"2024","2022005591","158233","NIKI","BIOGRAPHIE","FRANCE","WILD BUNCH","TP","2024-10-09","OUI","162"
"2024","2022005626","158238","CROSSING ISTANBUL","DRAME","FRANCE","NEW STORY","TP","2024-12-04","OUI","65"
"2024","2022005636","158992","CHIENNE DE ROUGE","DOCUMENTAIRE","FRANCE","SHELLAC","TPA","2024-02-14","OUI","5"
"2024","2022005704","158261","FAINÉANT.E.S","DRAME","FRANCE","NEW STORY","TP","2024-05-29","OUI","53"
"2024","2022005761","158286","PROMESSE VERTE (LA)","DRAME","FRANCE","DIAPHANA DISTRIBUTION","TP","2024-03-27","","595"
"2024","2022005833","158342","MONSIEUR AZNAVOUR","BIOGRAPHIE","FRANCE","PATHE FILMS","TP","2024-10-23","","623"
"2024","2022005870","150331","QUELQUES JOURS PAS PLUS","DRAME","FRANCE","SOCIETE D’EXPLOITATION DES FILMS MAJESTIC","TP","2024-04-03","OUI","144"
"2024","2022005924","158383","SAUVAGES ! ","ANIMATION","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2024-10-16","OUI","312"
"2024","2022005930","158396","DOCTEURS DE NIETZSCHE (LES)","DOCUMENTAIRE","FRANCE","VRAIVRAI FILMS","TP","2024-10-09","","7"
"2024","2022005958","158399","DANS LA PEAU DE BLANCHE HOUELLEBECQ","COMEDIE","FRANCE","SOCIETE D’EXPLOITATION DES FILMS MAJESTIC","TP","2024-03-13","OUI","105"
"2024","2022006017","158417","VIET AND NAM","DRAME","FRANCE","NOUR FILMS","TP","2024-09-25","OUI","59"
"2024","2022006160","158511","DOS MADRES","DRAME","FRANCE","SHELLAC","TP","2024-07-17","OUI","65"
"2024","2022006240","158551","ANGELO DANS LA FORÊT SOMBRE ET MYSTÉRIEUSE","ANIMATION","FRANCE","LE PACTE","TP","2024-10-23","OUI","411"
"2024","2022006249","163455","LE NAMESSIME","COMEDIE","EUROPE","A VIF CINEMAS","TP","2024-04-10","OUI","2"
"2024","2022006266","158573","HORS SAISON","DRAME","FRANCE","GAUMONT","TP","2024-03-20","OUI","360"
"2024","2022006267","158574","PESQUE LEGAL","COMEDIE","FRANCE","GAUMONT","TP","2024-07-17","","311"
"2024","2022006286","160645","LE PION DU GENERAL","DRAME","FRANCE","DESTINY FILMS","TP","2024-02-21","OUI","9"
"2024","2023000024","158599","DAHOMEY","DOCUMENTAIRE","FRANCE","LES FILMS DU LOSANGE","TP","2024-09-11","OUI","91"
"2024","2023000035","159523","FELIX ET MOI","DOCUMENTAIRE","FRANCE","CINE MEDITERRANEE","TP","2024-01-24","","7"
"2024","2023000323","156467","WE ARE ZOMBIES","COMEDIE","FRANCE","DESTINY FILMS","TPA","2024-07-31","","98"
"2024","2023000375","148143","SIDONIE AU JAPON","DRAME","FRANCE","ART HOUSE","TP","2024-04-03","OUI","167"
"2024","2023000410","158736","NEUILLY-POISSY","COMEDIE","FRANCE","PARADIS FILMS","TP","2024-05-08","","230"
"2024","2023000412","158738","COMTE DE MONTE-CRISTO (LE)","AVENTURES","FRANCE","PATHE FILMS","TP","2024-06-28","","723"
"2024","2023000448","161517","LES CARNETS DE SIEGFRIED","BIOGRAPHIE","EUROPE","CONDOR DISTRIBUTION","TP","2024-03-06","OUI","43"
"2024","2023000492","158780","MANGEUR D'ÂMES (LE)","THRILLER","FRANCE","STAR INVEST FILMS FRANCE","12A","2024-04-24","","79"
"2024","2023000538","149114","BOLÉRO","BIOGRAPHIE","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2024-03-06","OUI","545"
"2024","2023000547","158807","VIVRE, MOURIR, RENAÎTRE","DRAME","FRANCE","ARP MERMOZ","TP","2024-09-25","OUI","129"
"2024","2023000580","158821","ETAT LIMITE","DOCUMENTAIRE","FRANCE","LES ALCHIMISTES","TP","2024-05-01","OUI","37"
"2024","2023000622","158839","D'UN PAYS LOINTAIN","COMEDIE","FRANCE","NO BORDER","TP","2024-11-20","","1"
"2024","2023000652","141859","RENDEZ-VOUS AVEC POL POT","DRAME","FRANCE","DULAC DISTRIBUTION","TP","2024-06-05","OUI","170"
"2024","2023000662","158857","KARAOKÉ","COMEDIE","FRANCE","UGC DISTRIBUTION","TP","2024-03-20","","618"
"2024","2023000676","158869","RÉCRÉATION DE JUILLET (LA)","COMEDIE DRAMATIQUE","FRANCE","WAYNA PITCH","TP","2024-07-10","OUI","26"
"2024","2023000717","154023","LA CHANSON DE JEROME","DOCUMENTAIRE","FRANCE","TANGENTE DISTRIBUTION","TP","2024-10-16","","7"
"2024","2023000719","158891","NOUS, LES LEROY","COMEDIE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2024-04-10","","431"
"2024","2023000790","151787","LARGO WINCH : LE PRIX DE L'ARGENT","AVENTURES","FRANCE","PAN-DISTRIBUTION","TP","2024-07-31","","646"
"2024","2023000796","158907","EMILIA PEREZ","THRILLER","FRANCE","PATHE FILMS","TPA","2024-08-21","OUI","412"
"2024","2023000800","158916","LA DERNIERE DANSE","DRAME","FRANCE","LAUGIER ALEXANDRE","TP","2024-01-10","","5"
"2024","2023000917","153426","SUCCESSEUR (LE)","DRAME","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2024-02-21","OUI","134"
"2024","2023000984","159143","CREATURAS","THRILLER","EUROPE","ART HOUSE","TP","2024-07-31","","20"
"2024","2023001000","","SUZANNE JOUR APRES JOUR","DOCUMENTAIRE","FRANCE","LES FILMS DE LA PLUIE","TP","2024-03-13","","2"
"2024","2023001183","159076","COMME UN FILS","DRAME","FRANCE","LE PACTE","TP","2024-03-06","OUI","252"
"2024","2023001301","161533","NATURA","AVENTURES","FRANCE","LES FILMS SAINT ANDRE DES ARTS","TP","2024-06-19","","1"
"2024","2023001413","159122","ELYAS","AVENTURES","FRANCE","STUDIOCANAL","12A","2024-07-03","","323"
"2024","2023001459","159141","PROCÈS DU CHIEN (LE)","COMEDIE","FRANCE","THE JOKERS FILMS","TP","2024-09-11","OUI","326"
"2024","2023001502","159157","GREEN BORDER","DRAME","FRANCE","CONDOR DISTRIBUTION","TP","2024-02-07","OUI","101"
"2024","2023001533","159168","EN TONGS AU PIED DE L'HIMALAYA","COMEDIE DRAMATIQUE","FRANCE","LE PACTE","TP","2024-11-13","","261"
"2024","2023001565","161442","LA OU DIEU N’EST PAS","DOCUMENTAIRE","FRANCE","SURVIVANCE","TPA","2024-05-15","OUI","10"
"2024","2023001567","160491","COCONUT HEAD GENERATION","DOCUMENTAIRE","FRANCE","AJIMATI FILMS","TP","2024-10-23","OUI","6"
"2024","2023001583","159174","L USINE LE BON LA BRUTE ET LE TRUAND","DOCUMENTAIRE","FRANCE","BAGAN FILMS","TP","2024-01-03","OUI","11"
"2024","2023001610","160207","LA BASE","DOCUMENTAIRE","FRANCE","TANGENTE DISTRIBUTION","TP","2024-04-03","OUI","9"
"2024","2023001627","159188","A MAN","DRAME","TIERS","ART HOUSE","TP","2024-01-31","OUI","87"
"2024","2023001712","159217","MAISON DE RETRAITE 2","COMEDIE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2024-02-14","","749"
"2024","2023001751","160028","NUIT NOIRE EN ANATOLIE","DRAME","EUROPE","OUTPLAY","TP","2024-02-14","OUI","18"
"2024","2023001756","159243","JOUER ET GRANDIR","DOCUMENTAIRE","FRANCE","DESTINY FILMS","TP","2024-11-20","OUI","6"
"2024","2023001781","154634","A SON IMAGE","DRAME","FRANCE","PYRAMIDE","TP","2024-09-04","OUI","217"
"2024","2023001784","159247","LIMONOV","BIOGRAPHIE","FRANCE","PATHE FILMS","TP","2024-12-04","OUI","119"
"2024","2023001946","159270","LES PREMIERS JOURS","DOCUMENTAIRE","FRANCE","DEAN MEDIAS","TP","2024-06-12","OUI","5"
"2024","2023001950","155541","SUR UN FIL","COMEDIE DRAMATIQUE","FRANCE","UNIVERSAL PICTURES INTERNATIONAL FRANCE SAS","TP","2024-10-30","OUI","221"
"2024","2023002091","153963","JULIETTE AU PRINTEMPS","DRAME","FRANCE","DIAPHANA DISTRIBUTION","TP","2024-06-12","OUI","209"
"2024","2023002095","159308","ERNEST COLE, PHOTOGRAPHE","DOCUMENTAIRE","FRANCE","CONDOR DISTRIBUTION","TP","2024-12-25","OUI","57"
"2024","2023002100","159317","L'EXPÉRIENCE ZOLA","DOCUMENTAIRE","FRANCE","THE FESTIVAL AGENCY","TP","2024-06-19","","1"
"2024","2023002106","159354","NOTRE MONDE","COMEDIE DRAMATIQUE","FRANCE","GAUMONT","TP","2024-04-24","OUI","59"
"2024","2023002150","159364","BELLE DE GAZA (LA)","DOCUMENTAIRE","FRANCE","PYRAMIDE","TP","2024-05-29","OUI","90"
"2024","2023002173","159528","WALK UP","DRAME","TIERS","CAPRICCI FILMS","TP","2024-02-21","OUI","26"
"2024","2023002197","160251","20 000 ESPECES D ABEILLES","DRAME","FRANCE","JOUR 2 FETE","TP","2024-02-14","OUI","67"
"2024","2024002864","162401","HERE","DRAME","EUROPE","JHR FILMS","TP","2024-07-10","OUI","30"
"2024","2023002312","159424","MAYA, DONNE-MOI UN TITRE","ANIMATION","FRANCE","THE JOKERS FILMS","TP","2024-10-02","OUI","145"
"2024","2023002358","","LE BON SENS","DOCUMENTAIRE","FRANCE","SUR UN MALENTENDU","TP","2024-04-03","","3"
"2024","2023002361","160684","COMME UN LUNDI","COMEDIE","TIERS","ART HOUSE","TP","2024-05-08","OUI","117"
"2024","2023002363","160715","POMPO THE CINEPHILE","ANIMATION","TIERS","ART HOUSE","TP","2024-07-03","OUI","107"
"2024","2023002379","159452","DIEU PEUT SE DEFENDRE TOUT SEUL","DOCUMENTAIRE","FRANCE","L’ATELIER DISTRIBUTION","TP","2024-08-07","","6"
"2024","2023002407","159463","JAMAIS SANS MON PSY","COMEDIE","FRANCE","UGC DISTRIBUTION","TP","2024-12-11","","556"
"2024","2023002459","159480","OR DE VIE","DOCUMENTAIRE","FRANCE","LES FILMS DE LA CARAVANE","TP","2024-06-05","","4"
"2024","2023002461","159485","MARCELLO MOI","COMEDIE DRAMATIQUE","FRANCE","AD VITAM","TP","2024-05-22","OUI","405"
"2024","2023002486","161749","ORLANDO MA BIOGRAPHIE POLITIQUE","DOCUMENTAIRE","FRANCE","JOUR 2 FETE","TP","2024-06-05","OUI","28"
"2024","2023002491","159489","GRAND TOUR","DRAME","FRANCE","TANDEM","TP","2024-11-27","OUI","111"
"2024","2023002573","159539","HORS DU TEMPS","COMEDIE DRAMATIQUE","FRANCE","AD VITAM","TP","2024-06-19","OUI","119"
"2024","2023002610","159550","YURT","DRAME","FRANCE","DULAC DISTRIBUTION","TP","2024-04-03","OUI","58"
"2024","2023002682","161341","MATRIA","DRAME","EUROPE","LES ALCHIMISTES","TP","2024-07-03","OUI","27"
"2024","2023002683","159583","LE MONDE EST A EUX","DOCUMENTAIRE","FRANCE","L’ATELIER DISTRIBUTION","TP","2024-03-20","OUI","11"
"2024","2023002684","159584","FANTÔMES (LES)","DRAME","FRANCE","MEMENTO DISTRIBUTION","TP","2024-07-03","OUI","144"
"2024","2023002698","159593","PETITE VADROUILLE (LA)","COMEDIE","FRANCE","UGC DISTRIBUTION","TP","2024-06-05","OUI","455"
"2024","2023002724","159609","FINALEMENT","COMEDIE","FRANCE","METROPOLITAN FILMEXPORT","TP","2024-11-13","","331"
"2024","2023002778","161306","LA GRACE","DRAME","EUROPE","BODEGA FILMS","TP","2024-01-24","OUI","44"
"2024","2023002782","161408","RIDDLE OF FIRE","AVENTURES","USA","ASC DISTRIBUTION","TP","2024-04-17","OUI","53"
"2024","2023002795","159633","UN NOEL EN FAMILLE","COMEDIE","FRANCE","KMBO","TP","2024-12-18","","282"
"2024","2023002796","159632","FAMILLE HENNEDRICKS (LA)","COMEDIE","FRANCE","GAUMONT","TP","2024-06-26","","628"
"2024","2023002797","159635","14 JOURS POUR ALLER MIEUX","COMEDIE","FRANCE","WILD BUNCH","TP","2024-03-06","","415"
"2024","2023002826","159653","NUIT SE TRAINE (LA)","AVENTURES","FRANCE","GAUMONT","TPA","2024-08-28","","285"
"2024","2023002845","159670","QUE NOTRE JOIE DEMEURE","POLITIQUE","FRANCE","HESIODE PRODUCTIONS","TPA","2024-04-24","","16"
"2024","2023002851","161427","THE SWEET EAST","AVENTURES","USA","POTEMKINE FILMS","TP","2024-03-13","OUI","29"
"2024","2023002855","161662","BLUE SUMMER","DRAME","TIERS","BODEGA FILMS","TP","2024-03-20","OUI","10"
"2024","2023002856","161802","LA VIE SELON ANN","COMEDIE DRAMATIQUE","USA","PAN-DISTRIBUTION","TPA","2024-05-08","OUI","32"
"2024","2023002883","159675","BYE BYE TIBERIADE","DOCUMENTAIRE","FRANCE","JHR FILMS","TP","2024-02-21","OUI","50"
"2024","2023002884","159678","SANTOSH","THRILLER","FRANCE","HAUT ET COURT DISTRIBUTION","12","2024-07-17","OUI","145"
"2024","2023002918","149381","FARIO","COMEDIE DRAMATIQUE","FRANCE","PANAME DISTRIBUTION","TP","2024-10-23","OUI","62"
"2024","2023002921","159693","MOI, CAPITAINE","DRAME","FRANCE","PATHE FILMS","TPA","2024-01-03","OUI","213"
"2024","2023002922","159686","EMMANUELLE","DRAME","FRANCE","PATHE FILMS","12","2024-09-25","OUI","360"
"2024","2023002987","155601","LE PANACHE","COMEDIE","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2024-11-20","","537"
"2024","2023002998","159719","SKY DOME 2123","ANIMATION","EUROPE","KMBO","TP","2024-04-24","OUI","96"
"2024","2023003003","159724","RUE DU CONSERVATOIRE","DOCUMENTAIRE","FRANCE","DIAPHANA DISTRIBUTION","TP","2024-09-18","OUI","28"
"2024","2023003004","159725","LES LUEURS D'ADEN","DRAME","TIERS","PANAME DISTRIBUTION","TP","2024-01-31","OUI","37"
"2024","2023003045","161428","INCHALLAH UN FILS","DRAME","TIERS","PYRAMIDE","TP","2024-03-06","OUI","83"
"2024","2023003069","161115","LA MERE DE TOUS LES MENSONGES","DOCUMENTAIRE","TIERS","ARIZONA FILMS DISTRIBUTION","TP","2024-02-28","OUI","71"
"2024","2023003076","161656","LOS DELINCUENTES","COMEDIE DRAMATIQUE","TIERS","JHR FILMS","TP","2024-03-27","OUI","51"
"2024","2023003079","160623","LA FLEUR DE BURITI","DRAME","EUROPE","AD VITAM","TP","2024-05-01","OUI","64"
"2024","2023003082","160692","SI SEULEMENT JE POUVAIS HIBERNER","DRAME","FRANCE","EUROZOOM","TP","2024-01-10","OUI","103"
"2024","2023003083","161675","HOPELESS","DRAME","TIERS","SOCIETE D’EXPLOITATION DES FILMS MAJESTIC","12A","2024-04-17","OUI","43"
"2024","2023003084","161209","LES CHRONIQUES DE TEHERAN","DRAME","TIERS","ARP MERMOZ","TP","2024-03-13","OUI","105"
"2024","2023003085","161767","ONLY THE RIVER FLOWS","POLICIER","TIERS","AD VITAM","TP","2024-07-10","OUI","103"
"2024","2023003096","161126","TIGER STRIPES","HORREUR","FRANCE","JOUR 2 FETE","TPA","2024-03-13","OUI","31"
"2024","2023003107","159950","LEO","ANIMATION","EUROPE","KMBO","TP","2024-01-31","OUI","463"
"2024","2023003110","159739","PARIS PARADIS","COMEDIE","FRANCE","STUDIOCANAL","TPA","2024-06-12","OUI","264"
"2024","2023003201","161439","SLEEP","HORREUR","TIERS","THE JOKERS FILMS","TPA","2024-02-21","OUI","135"
"2024","2023003203","159824","	ENNEMI PUBLIC N°0 (L')","COMEDIE","France","OPERETT","TP","2024-05-29","","3"
"2024","2023003225","160570","TOTEM","DRAME","FRANCE","LES ALCHIMISTES","TP","2024-10-30","OUI","28"
"2024","2023003269","159766","BARBES, LITTLE ALGERIE","COMEDIE DRAMATIQUE","FRANCE","JOUR 2 FETE","TP","2024-10-16","OUI","92"
"2024","2023003336","161297","LA VIE REVEE DE MISS FRAN","COMEDIE DRAMATIQUE","USA","CONDOR DISTRIBUTION","TP","2024-01-10","OUI","66"
"2024","2023003342","160397","ROSE PETITE FEE DES FLEURS","ANIMATION","EUROPE","GEBEKA FILMS","TP","2024-02-14","OUI","110"
"2024","2023003362","161681","NOUS SERONS TOUJOURS LA PLOGOFF 1980","DRAME","FRANCE","VENT D'OUEST DISTRIBUTION","TP","2024-03-27","","22"
"2024","2023003365","161007","PAUVRES CREATURES","DRAME","EUROPE","THE WALT DISNEY COMPANY FRANCE","TPA","2024-01-17","OUI","255"
"2024","2023003367","159814","PRINCE OF BROADWAY","DRAME","USA","THE JOKERS FILMS","TP","2024-10-23","OUI","14"
"2024","2023003400","159820","OPÉRATION PORTUGAL 2 : LA VIE DE CHÂTEAU","COMEDIE","FRANCE","SONY PICTURES ENTERTAINMENT FRANCE SAS","TP","2024-02-07","","337"
"2024","2023003438","161066","MAY DECEMBER","DRAME","USA","ARP MERMOZ","TP","2024-01-24","OUI","214"
"2024","2023003449","161328","LE JOUR OU J'AI RENCONTRE MA MERE","COMEDIE DRAMATIQUE","EUROPE","LES FILMS DU PREAU","TP","2024-04-17","OUI","51"
"2024","2023003479","157768","ROMAN DE JIM (LE)","COMEDIE DRAMATIQUE","FRANCE","PYRAMIDE","TP","2024-08-14","OUI","340"
"2024","2023003494","159871","HEUREUSE ELUE (L')","COMEDIE","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2024-09-25","","551"
"2024","2023003497","160341","LA COULEUR DANS LES MAINS","DRAME","FRANCE","B ET FILMS PRODUCTION","TP","2024-05-08","OUI","2"
"2024","2023003589","163439","KRAVEN THE HUNTER","AVENTURES","USA","SONY PICTURES ENTERTAINMENT FRANCE SAS","TPA","2024-12-18","","430"
"2024","2023003607","159931","PASSION SELON BEATRICE (LA)","DRAME","FRANCE","CARLOTTA FILMS","TP","2024-11-20","OUI","9"
"2024","2023003704","160023","LES BOULES DE NOEL","COMEDIE","FRANCE","SONY PICTURES ENTERTAINMENT FRANCE SAS","TP","2024-11-27","","362"
"2024","2023003741","160044","LE BEAU ROLE","COMEDIE","FRANCE","JOUR 2 FETE","TP","2024-12-18","OUI","60"
"2024","2023003742","161149","BOB MARLEY : ONE LOVE","BIOGRAPHIE","EUROPE","PARAMOUNT PICTURES FRANCE","TP","2024-02-14","","601"
"2024","2023003770","","LES PASSEURS","DOCUMENTAIRE","FRANCE","TS PRODUCTIONS","TP","2024-06-12","","1"
"2024","2023003786","160077","LE BRAME DE LA LICORNE","DRAME","FRANCE","ECRANSUD DISTRIBUTION","TP","2024-04-24","","1"
"2024","2023003790","160084","UN JEUDI POUR DARWIN","COMEDIE DRAMATIQUE","FRANCE","THE PHANTASMA COMPANY","TP","2024-11-13","","1"
"2024","2023003795","160089","LEURS ENFANTS APRES EUX","COMEDIE DRAMATIQUE","FRANCE","WARNER BROS. ENTERTAINMENT FRANCE","TP","2024-12-04","OUI","425"
"2024","2023003848","","NOME","GUERRE","FRANCE","THE DARK","TP","2024-03-13","OUI","13"
"2024","2023003919","160156","KRISHA ET LE MAITRE DE LA FORET","ANIMATION","TIERS","SURVIVANCE","TP","2024-01-17","OUI","67"
"2024","2023003965","161284","DUNE : DEUXIEME PARTIE","SCIENCE FICTION","USA","WARNER BROS. ENTERTAINMENT FRANCE","TPA","2024-02-28","","816"
"2024","2023004030","161801","XALE, LES BLESSURES DE L'ENFANCE","DRAME","TIERS","SUDU CONNEXION","TPA","2024-04-03","OUI","10"
"2024","2023004054","160329","DRIVE-AWAY DOLLS","COMEDIE","USA","UNIVERSAL PICTURES INTERNATIONAL FRANCE SAS","TPA","2024-04-03","OUI","155"
"2024","2023004118","155034","MARIA","DRAME","FRANCE","HAUT ET COURT DISTRIBUTION","TPA","2024-06-19","OUI","205"
"2024","2023004176","160297","ET PLUS SI AFFINITÉS ","COMEDIE","FRANCE","WILD BUNCH","TP","2024-04-03","","519"
"2024","2023004366","160386","NOËL DE TEDDY L'OURSON (LE)","COMEDIE","EUROPE","KMBO","TP","2024-12-11","","429"
"2024","2023004385","160503","MAMBAR PIERRETTE","DRAME","EUROPE","SINGULARIS FILMS","TP","2024-01-31","OUI","18"
"2024","2023004388","160367","DEVIL'S BATH (THE)","DRAME","EUROPE","PAN-DISTRIBUTION","TP","2024-10-02","OUI","20"
"2024","2023004453","161543","BLUE GIANT","ANIMATION","TIERS","EUROZOOM","TP","2024-03-06","OUI","103"
"2024","2023004459","161781","ADAM CHANGE LENTEMENT","ANIMATION","TIERS","EUROZOOM","TP","2024-05-29","OUI","28"
"2024","2023004460","161582","LES 4 AMES DU COYOTE","ANIMATION","EUROPE","EUROZOOM","TP","2024-05-15","OUI","132"
"2024","2023004461","161283","LA ZONE D'INTERET","GUERRE","EUROPE","SOCIETE D’EXPLOITATION DES FILMS MAJESTIC","TP","2024-01-31","OUI","268"
"2024","2023004463","161106","UNIVERSAL THEORY","THRILLER","EUROPE","UFO DISTRIBUTION","TP","2024-02-21","OUI","38"
"2024","2023004480","161339","ELAHA","DRAME","EUROPE","WAYNA PITCH","TP","2024-02-07","OUI","26"
"2024","2023004482","161285","SATOSHI","DRAME","TIERS","WAYNA PITCH","TP","2024-02-28","OUI","9"
"2024","2023004483","160820","LE PLONGEUR","DRAME","TIERS","WAYNA PITCH","TP","2024-01-03","OUI","27"
"2024","2023004494","162341","MONOLITH","THRILLER","TIERS","STAR INVEST FILMS FRANCE","TPA","2024-07-24","","27"
"2024","2023004514","162433","MAD FATE","DRAME","TIERS","CARLOTTA FILMS","12","2024-07-17","OUI","35"
"2024","2023004516","162012","WHEN EVIL LURKS","HORREUR","TIERS","ESC FILMS","16","2024-05-15","OUI","128"
"2024","2023004559","160470","HEROICO","THRILLER","TIERS","PANAME DISTRIBUTION","12A","2024-05-22","OUI","78"
"2024","2023004588","160652","LES CHAMBRES ROUGES","THRILLER","TIERS","ESC FILMS","12","2024-01-17","OUI","71"
"2024","2023004590","","HESS (LA)","THRILLER","FRANCE","AEDIA","TP","2024-01-03","","1"
"2024","2023004632","160446","NOUVEAU MONDE","DRAME","FRANCE","120 PRODS","TP","2024-06-19","OUI","18"
"2024","2023004679","161430","L ILE","DRAME","FRANCE","LA TRAVERSE","TP","2024-04-17","OUI","5"
"2024","2023004691","162018","CALIGULA THE ULTIMATE CUT","DRAME","USA","SOCIETE D’EXPLOITATION DES FILMS MAJESTIC","16","2024-06-19","OUI","15"
"2024","2023004772","162703","DE REVES ET DE PARPAINGS","DOCUMENTAIRE","FRANCE","LES FILMEUSES","TP","2024-04-03","","1"
"2024","2023004799","160508","DUCOBU PASSE AU VERT","COMEDIE","FRANCE","UGC DISTRIBUTION","TP","2024-04-03","","706"
"2024","2023004800","161344","LA SALLE DES PROFS","THRILLER","EUROPE","TANDEM","TP","2024-03-06","OUI","162"
"2024","2023004848","160536","QUAND VIENT L'AUTOMNE","COMEDIE DRAMATIQUE","FRANCE","DIAPHANA DISTRIBUTION","TP","2024-10-02","OUI","389"
"2024","2023004854","162664","PEARL","HORREUR","USA","UNIVERSAL PICTURES INTERNATIONAL FRANCE SAS","12","2024-09-11","","7"
"2024","2023004884","160548","REVIVRE","DOCUMENTAIRE","FRANCE","PYRAMIDE","TP","2024-02-28","OUI","21"
"2024","2023004942","156284","TOXICILY","DOCUMENTAIRE","FRANCE","JHR FILMS","TP","2024-09-18","OUI","9"
"2024","2023004951","160573","AU BOULOT","DOCUMENTAIRE","FRANCE","JOUR 2 FETE","TP","2024-11-06","OUI","145"
"2024","2023004957","160707","SCRAPPER","COMEDIE DRAMATIQUE","EUROPE","STAR INVEST FILMS FRANCE","TP","2024-01-10","OUI","64"
"2024","2023004974","160576","	L'ART D'ETRE HEUREUX","COMEDIE","FRANCE","KMBO","TP","2024-10-30","","96"
"2024","2023005032","161678","SQUELETTE DE MADAME MORALES (LE)","POLICIER","TIERS","LES FILMS DU CAMELIA","TP","2024-04-03","","2"
"2024","2023005145","160615","MOTEL DESTINO","DRAME","FRANCE","TANDEM","12","2024-12-25","OUI","29"
"2024","2023005164","161784","BORDER LINE","THRILLER","EUROPE","CONDOR DISTRIBUTION","TP","2024-05-01","OUI","125"
"2024","2023005185","160622","	PETIT PANDA EN AFRIQUE","ANIMATION","FRANCE","LE PACTE","TP","2024-08-07","","409"
"2024","2023005233","","JOAN BAEZ I AM A NOISE","DOCUMENTAIRE","USA","L’ATELIER DISTRIBUTION","TP","2024-06-26","OUI","12"
"2024","2023005241","162100","THE HUMAN SURGE 3","DOCUMENTAIRE","TIERS","NORTE DISTRIBUTION","TP","2024-07-03","OUI","2"
"2024","2023005270","161426","VAMPIRE HUMANISTE CHERCHE SUICIDAIRE CONSENTANT","COMEDIE","TIERS","WAYNA PITCH","TP","2024-03-20","OUI","117"
